1b80edd2-4b9c-80e8-bc20-c0eaf4d2e298	enrico-fermi-research-centre-2025	Enrico Fermi Research Centre 2025	2025	LLM, Physics
1b80edd2-4b9c-80d5-93d5-ccdec871acb9	h-farm-summer-school-2023	H-Farm Summer School 2023	2023	Flutter, AI, LLM
1b80edd2-4b9c-808b-aca1-dcbad679a2bd	mlops-sardinia-opencampus-2021	MLOPs Sardinia OpenCampus 2021	2021	MLOps, Machine Learning, Deep Learning, Python
